"","output_prefix","name","motif_id","cluster","total_tfbs","CD8_Good_mean_score","CD8_Good_bound","CD8_Poor_mean_score","CD8_Poor_bound","CD8_Good_CD8_Poor_change","CD8_Good_CD8_Poor_pvalue","CD8_Good_CD8_Poor_highlighted","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"403","HOXC11_MA0651.3","HOXC11","MA0651.3","C_HOXC10",3287,0.4421,106,0.51749,116,0.02781,1.78576e-28,"False","Not Significant",27.7481769092098,5,"Capped"
"404","HOXC12_MA0906.2","HOXC12","MA0906.2","C_HOXC10",4822,0.43774,134,0.48432,116,0.06889,4.13886e-67,"False","Up_CD8_Good",66.3831192636828,5,"Capped"
"405","HOXC13_MA0907.2","HOXC13","MA0907.2","C_HOXC13",6588,0.41329,127,0.45777,143,0.08777,8.85547e-85,"False","Up_CD8_Good",84.0527883838822,5,"Capped"
"406","HOXC4_MA1504.2","HOXC4","MA1504.2","C_Noto",11858,0.38684,210,0.43836,202,0.06606,1.04735e-86,"False","Up_CD8_Good",85.9799081629555,5,"Capped"
"407","HOXC8_MA1505.2","HOXC8","MA1505.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"408","HOXC9_MA0485.3","HOXC9","MA0485.3","C_HOXC10",4563,0.45284,131,0.48843,114,0.09414,1.79481e-81,"False","Up_CD8_Good",80.7459815194082,5,"Capped"
"409","HOXD10_MA1506.2","HOXD10","MA1506.2","C_HOXC10",4729,0.47143,153,0.52306,146,0.06604,3.84783e-62,"False","Up_CD8_Good",61.4147841236646,5,"Capped"
"410","HOXD11_MA0908.2","HOXD11","MA0908.2","C_HOXC10",5421,0.42101,129,0.46236,116,0.08079,2.20246e-80,"False","Up_CD8_Good",79.657091970288,5,"Capped"
"411","HOXD12_MA0873.2","HOXD12","MA0873.2","C_HOXC10",4691,0.50279,188,0.52217,150,0.11546,5.87924e-94,"True","Up_CD8_Good",93.2306788108522,5,"Capped"
"412","HOXD12ELK1_MA1958.2","HOXD12::ELK1","MA1958.2","C_HOXD12::ELK1",5975,0.52403,314,0.59918,347,0.03552,1.04153e-48,"False","Not Significant",47.9823282162138,5,"Capped"
"413","HOXD4_MA1507.2","HOXD4","MA1507.2","C_Noto",11858,0.38684,210,0.43836,202,0.06606,1.04735e-86,"False","Up_CD8_Good",85.9799081629555,5,"Capped"
"414","HOXD8_MA0910.3","HOXD8","MA0910.3","C_HOXB7",3916,0.38343,70,0.43096,75,0.08263,3.44402e-67,"False","Up_CD8_Good",66.4629343351904,5,"Capped"
"415","HOXD9_MA0913.3","HOXD9","MA0913.3","C_HOXA10",12172,0.40449,248,0.43136,238,0.10698,2.01885e-106,"True","Up_CD8_Good",105.694895947818,5,"Capped"
"416","IKZF1_MA1508.2","IKZF1","MA1508.2","C_IKZF1",20925,0.52694,841,0.62318,1011,0.00428,3.09974e-07,"False","Not Significant",6.50867473239178,5,"Capped"
"417","IRF2_MA0051.2","IRF2","MA0051.2","C_IRF2",11973,0.49077,438,0.56978,503,0.02983,8.30974e-55,"False","Not Significant",54.0804125644628,5,"Capped"
"418","IRF3_MA1418.2","IRF3","MA1418.2","C_IRF3",18071,0.47742,583,0.54971,620,0.03482,5.94067e-69,"False","Not Significant",68.2261645717034,5,"Capped"
"419","IRF4_MA1419.2","IRF4","MA1419.2","C_IRF7",6652,0.57596,338,0.6652,416,0.0226,3.94654e-31,"False","Not Significant",30.4037834910618,5,"Capped"
"420","IRF7_MA0772.2","IRF7","MA0772.2","C_IRF7",17218,0.4323,424,0.50024,531,0.04851,1.95194e-84,"False","Not Significant",83.7095335360901,5,"Capped"
"421","IRF8_MA0652.2","IRF8","MA0652.2","C_IRF7",7417,0.58173,412,0.67076,490,0.02225,1.97422e-38,"False","Not Significant",37.7046044527493,5,"Capped"
"422","ISL2_MA0914.2","ISL2","MA0914.2","C_Nkx3-2",12041,0.45423,366,0.52823,391,0.03488,8.53946e-58,"False","Not Significant",57.0685695914228,5,"Capped"
"423","ISX_MA0654.2","ISX","MA0654.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"424","JDP2_MA0656.2","JDP2","MA0656.2","C_JDP2",3678,0.91641,758,0.98238,806,0.07298,2.18107e-64,"False","Up_CD8_Good",63.6613303958033,5,"Capped"
"425","JUNJUNB_MA1132.2","JUN::JUNB","MA1132.2","C_fos-1",6215,0.53066,326,0.6387,360,-0.01113,1.73635e-11,"False","Not Significant",10.7603627286135,5,"Capped"
"426","JUNJUNB_MA1133.2","JUN::JUNB","MA1133.2","C_JDP2",4074,0.87417,778,0.95946,838,0.03758,2.04211e-43,"False","Not Significant",42.6899208679757,5,"Capped"
"427","KLF1_MA0493.3","KLF1","MA0493.3","C_KLF1",49078,1.04572,10012,1.20402,11537,-0.0498,8.19725e-104,"False","Not Significant",103.086331819584,5,"Capped"
"428","KLF11_MA1512.2","KLF11","MA1512.2","C_SP3",22553,1.0885,5174,1.23531,5839,-0.0347,3.99494e-77,"False","Not Significant",76.3984897389694,5,"Capped"
"429","KLF13_MA0657.2","KLF13","MA0657.2","C_KLF13",8021,1.06789,1873,1.18182,2042,0.00989,4.22008e-17,"False","Not Significant",16.3746793160456,5,"Capped"
"430","KLF15_MA1513.2","KLF15","MA1513.2","C_KLF5",31475,1.31002,9331,1.4734,10707,-0.03303,4.28552e-78,"False","Not Significant",77.3679964737574,5,"Capped"
"431","KLF17_MA1514.2","KLF17","MA1514.2","C_KLF17",15430,0.77282,1445,0.92632,1793,-0.05553,2.40249e-84,"False","Up_CD8_Poor",83.6193384113405,5,"Capped"
"432","KLF2_MA1515.2","KLF2","MA1515.2","C_KLF1",37886,1.0945,8625,1.25233,9817,-0.04613,3.20853e-101,"False","Not Significant",100.493693895667,5,"Capped"
"433","KLF3_MA1516.2","KLF3","MA1516.2","C_KLF3",18204,1.1749,4662,1.31877,5247,-0.02146,3.5699e-49,"False","Not Significant",48.4473439491697,5,"Capped"
"434","KLF4_MA0039.5","KLF4","MA0039.5","C_KLF1",38106,1.05562,8121,1.21705,9275,-0.054,1.55144e-98,"False","Up_CD8_Poor",97.8092650155505,5,"Capped"
"435","KLF6_MA1517.2","KLF6","MA1517.2","C_KLF1",14223,0.95698,2640,1.10083,2960,-0.04019,8.22602e-71,"False","Not Significant",70.0848102389213,5,"Capped"
"436","KLF7_MA1959.2","KLF7","MA1959.2","C_KLF5",33971,1.27161,9958,1.4311,11288,-0.03291,2.81474e-80,"False","Not Significant",79.5505617151218,5,"Capped"
"437","KLF9_MA1107.3","KLF9","MA1107.3","C_KLF9",25778,0.8596,3884,1.00314,4426,-0.04319,2.94022e-82,"False","Not Significant",81.5316201725772,5,"Capped"
"438","LBX1_MA0618.2","LBX1","MA0618.2","C_Dr",6002,0.41555,179,0.47496,204,0.059,2.32326e-65,"False","Up_CD8_Good",64.6339021848417,5,"Capped"
"439","LBX2_MA0699.2","LBX2","MA0699.2","C_B-H2",9415,0.3901,220,0.43357,242,0.08861,4.36082e-99,"False","Up_CD8_Good",98.3604318391739,5,"Capped"
"440","LHX2_MA0700.3","LHX2","MA0700.3","C_B-H2",9415,0.3901,220,0.43357,242,0.08861,4.36082e-99,"False","Up_CD8_Good",98.3604318391739,5,"Capped"
"441","LHX5_MA1519.2","LHX5","MA1519.2","C_otp",3662,0.35881,43,0.41429,52,0.06466,3.29791e-56,"False","Up_CD8_Good",55.4817612004309,5,"Capped"
"442","LHX6_MA0658.2","LHX6","MA0658.2","C_otp",4818,0.36217,65,0.40921,81,0.08076,2.99568e-79,"False","Up_CD8_Good",78.5235045800435,5,"Capped"
"443","LHX9_MA0701.3","LHX9","MA0701.3","C_Dr",4417,0.41109,136,0.46875,157,0.06366,2.50832e-68,"False","Up_CD8_Good",67.600617059002,5,"Capped"
"444","LMX1A_MA0702.3","LMX1A","MA0702.3","C_otp",4285,0.34828,42,0.39304,52,0.08371,8.74254e-76,"False","Up_CD8_Good",75.0583623719739,5,"Capped"
"445","LMX1B_MA0703.3","LMX1B","MA0703.3","C_otp",5019,0.34611,51,0.3951,63,0.07674,8.59594e-70,"False","Up_CD8_Good",69.0657066245626,5,"Capped"
"446","MAF_MA1520.2","MAF","MA1520.2","C_MAFA",5652,0.53455,291,0.65472,323,-0.03772,4.03409e-49,"False","Not Significant",48.3942544169643,5,"Capped"
"447","MAFNFE2_MA0501.2","MAF::NFE2","MA0501.2","C_MAFG::NFE2L1",8460,0.49413,331,0.60223,372,-0.02097,5.25489e-34,"False","Not Significant",33.2794363705764,5,"Capped"
"448","NFE2_MA0841.2","NFE2","MA0841.2","C_fos-1",4937,0.43723,140,0.53578,148,-0.00344,0.0513932,"False","Not Significant",1.28909434010671,1.28909434010671,"Not Capped"
"449","MAFA_MA1521.2","MAFA","MA1521.2","C_MAFA",5490,0.62484,390,0.75814,455,-0.0486,7.23238e-58,"False","Not Significant",57.1407187634553,5,"Capped"
"450","MAFF_MA0495.4","MAFF","MA0495.4","C_MAFF",11008,0.41511,259,0.48896,264,0.02686,3.25898e-47,"False","Not Significant",46.4869183047439,5,"Capped"
"451","MAFGNFE2L1_MA0089.3","MAFG::NFE2L1","MA0089.3","C_MAFG::NFE2L1",8683,0.47809,310,0.58443,353,-0.01803,5.08992e-30,"False","Not Significant",29.2932890435634,5,"Capped"
"452","MAXMYC_MA0059.2","MAX::MYC","MA0059.2","C_MAX::MYC",4578,0.68297,424,0.806,512,-0.02239,5.48672e-34,"False","Not Significant",33.2606872022894,5,"Capped"
"453","MYC_MA0147.4","MYC","MA0147.4","C_PHYPA_008731",4471,0.8705,669,0.99244,765,-0.01332,7.93148e-12,"False","Not Significant",11.1006457665461,5,"Capped"
"454","MAZ_MA1522.2","MAZ","MA1522.2","C_PATZ1",24645,0.87338,3061,1.0284,3693,-0.05647,1.1937e-97,"True","Up_CD8_Poor",96.9231048061339,5,"Capped"
"455","MEF2A_MA0052.5","MEF2A","MA0052.5","C_MEF2D",22893,0.33966,270,0.39926,286,0.04953,1.72184e-87,"False","Not Significant",86.7640072073223,5,"Capped"
"456","MEF2C_MA0497.2","MEF2C","MA0497.2","C_MEF2D",23847,0.3667,379,0.42218,390,0.05651,7.21848e-92,"False","Up_CD8_Good",91.1415542424732,5,"Capped"
"457","MEIS1_MA0498.3","MEIS1","MA0498.3","C_MEIS1",69766,0.48923,2655,0.58254,3118,0.00685,9.72249e-33,"False","Not Significant",32.0122224948709,5,"Capped"
"458","MEIS1_MA1639.2","MEIS1","MA1639.2","C_PBX2",7895,0.4087,169,0.44562,162,0.08643,2.23933e-91,"False","Up_CD8_Good",90.6498819016785,5,"Capped"
"459","MEIS2_MA1640.2","MEIS2","MA1640.2","C_PBX2",11281,0.37071,165,0.40138,151,0.10022,7.39811e-104,"True","Up_CD8_Good",103.130879215595,5,"Capped"
"460","MEIS3_MA0775.2","MEIS3","MA0775.2","C_MEIS1",3863,0.53034,204,0.61341,214,0.02579,1.28669e-28,"False","Not Significant",27.8905260743127,5,"Capped"
"461","MEOX1_MA0661.2","MEOX1","MA0661.2","C_otp",3662,0.35876,43,0.414,52,0.06516,1.64789e-56,"False","Up_CD8_Good",55.7830717817089,5,"Capped"
"462","MEOX2_MA0706.2","MEOX2","MA0706.2","C_otp",3662,0.35881,43,0.41429,52,0.06466,3.29791e-56,"False","Up_CD8_Good",55.4817612004309,5,"Capped"
"463","MGAEVX1_MA1960.2","MGA::EVX1","MA1960.2","C_MGA::EVX1",7547,0.42092,175,0.4958,177,0.0342,1.43878e-53,"False","Not Significant",52.842005607794,5,"Capped"
"464","MITF_MA0620.4","MITF","MA0620.4","C_ARNT2",3456,0.87593,667,0.95537,705,0.03171,4.80902e-33,"False","Not Significant",32.3179434167562,5,"Capped"
"465","MIXL1_MA0662.2","MIXL1","MA0662.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"466","MLXIPL_MA0664.2","MLXIPL","MA0664.2","C_ARNT2",3537,1.00906,768,1.09708,838,0.03113,1.22059e-30,"False","Not Significant",29.913430192435,5,"Capped"
"467","MNT_MA0825.2","MNT","MA0825.2","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"468","MNX1_MA0707.3","MNX1","MA0707.3","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"469","MSANTD3_MA1523.2","MSANTD3","MA1523.2","C_MSANTD3",7669,0.61547,422,0.74874,521,-0.04935,1.30073e-65,"False","Not Significant",64.8858128430844,5,"Capped"
"470","MSX1_MA0666.3","MSX1","MA0666.3","C_B-H2",9415,0.3901,220,0.43357,242,0.08861,4.36082e-99,"False","Up_CD8_Good",98.3604318391739,5,"Capped"
"471","MSX2_MA0708.3","MSX2","MA0708.3","C_B-H2",9415,0.3901,220,0.43357,242,0.08861,4.36082e-99,"False","Up_CD8_Good",98.3604318391739,5,"Capped"
"472","MXI1_MA1108.3","MXI1","MA1108.3","C_MXI1",21966,0.44821,590,0.52567,682,0.02814,2.37908e-66,"False","Not Significant",65.6235909539382,5,"Capped"
"473","MYB_MA0100.4","MYB","MA0100.4","C_MYB",14927,0.50585,613,0.60164,714,0.00227,0.00545362,"False","Not Significant",2.26331512632335,2.26331512632335,"Not Capped"
"474","MYCN_MA0104.5","MYCN","MA0104.5","C_PHYPA_008731",2751,0.83419,354,0.95547,415,-0.00724,0.000487637,"False","Not Significant",3.31190334922635,3.31190334922635,"Not Capped"
"475","MYF5_MA1641.2","MYF5","MA1641.2","C_MBD2",6659,0.5458,312,0.67491,381,-0.04593,1.19798e-54,"False","Not Significant",53.9215504323325,5,"Capped"
"476","MYOD1_MA0499.3","MYOD1","MA0499.3","C_MYOD1",14640,0.5563,632,0.66883,761,-0.01842,2.59422e-43,"False","Not Significant",42.5859931968199,5,"Capped"
"477","MYOG_MA0500.3","MYOG","MA0500.3","C_MBD2",12320,0.62065,734,0.76591,923,-0.06228,4.07369e-84,"True","Up_CD8_Poor",83.390012023056,5,"Capped"
"478","MZF1_MA0056.3","MZF1","MA0056.3","C_MZF1",7919,0.58426,435,0.70133,511,-0.02455,1.06067e-40,"False","Not Significant",39.9744197145637,5,"Capped"
"479","NEUROD1_MA1109.2","NEUROD1","MA1109.2","C_lin-32",12496,0.47128,367,0.57955,432,-0.02764,1.26163e-52,"False","Not Significant",51.8990679925711,5,"Capped"
"480","NEUROG2_MA1642.2","NEUROG2","MA1642.2","C_lin-32",7423,0.46008,202,0.57508,236,-0.03603,1.88515e-55,"False","Not Significant",54.7246540875906,5,"Capped"
"481","NFATC3_MA0625.3","NFATC3","MA0625.3","C_Nfatc2",31866,0.43757,858,0.52289,973,0.01423,4.51173e-44,"False","Not Significant",43.3456568981689,5,"Capped"
"482","NFATC4_MA1525.3","NFATC4","MA1525.3","C_Nfatc2",11509,0.45884,398,0.53905,439,0.02348,3.00048e-49,"False","Not Significant",48.5228092637216,5,"Capped"
"483","NFIA_MA0670.2","NFIA","MA0670.2","C_NFIA",17955,0.46878,626,0.57146,721,-0.01234,3.67795e-29,"False","Not Significant",28.434394179087,5,"Capped"
"484","NFIB_MA1643.2","NFIB","MA1643.2","C_NFIB",11250,0.58833,640,0.69494,723,-0.00607,6.63959e-12,"False","Not Significant",11.1778587378361,5,"Capped"
"485","NFIC_MA0161.3","NFIC","MA0161.3","C_NFIA",9128,0.47314,308,0.58497,363,-0.02672,1.22075e-48,"False","Not Significant",47.9133732670438,5,"Capped"
"486","NFIC_MA1527.2","NFIC","MA1527.2","C_NFIB",6226,0.57516,382,0.69996,414,-0.03513,3.77737e-54,"False","Not Significant",53.4228104731846,5,"Capped"
"487","NFIL3_MA0025.3","NFIL3","MA0025.3","C_NFIL3",8190,0.3748,170,0.42522,194,0.0663,5.90756e-84,"False","Up_CD8_Good",83.2285918587711,5,"Capped"
"488","NFIX_MA0671.2","NFIX","MA0671.2","C_NFIA",17955,0.46878,626,0.57146,721,-0.01234,3.67795e-29,"False","Not Significant",28.434394179087,5,"Capped"
"489","NFIX_MA1528.2","NFIX","MA1528.2","C_NFIB",6596,0.64186,469,0.76874,544,-0.02991,1.46521e-49,"False","Not Significant",48.8341001259548,5,"Capped"
"490","NFKB2_MA0778.2","NFKB2","MA0778.2","C_Rel",6842,0.59889,400,0.73707,509,-0.05007,1.47519e-69,"False","Not Significant",68.8311520402706,5,"Capped"
"491","NFYA_MA0060.4","NFYA","MA0060.4","C_nfya-1",8311,0.96183,2047,1.08452,2211,-0.00465,1.10528e-05,"False","Not Significant",4.95652768844865,4.95652768844865,"Not Capped"
"492","NFYB_MA0502.3","NFYB","MA0502.3","C_NFYB",8918,1.02342,2270,1.12253,2441,0.04303,9.6575e-68,"False","Not Significant",67.0151352831831,5,"Capped"
"493","NFYC_MA1644.2","NFYC","MA1644.2","C_nfya-1",9408,0.85025,1903,0.95374,2025,0.01551,8.38517e-30,"False","Not Significant",29.0764881281308,5,"Capped"
"494","NHLH2_MA1529.2","NHLH2","MA1529.2","C_NHLH2",9984,0.76959,967,0.91331,1157,-0.04696,1.94148e-71,"False","Not Significant",70.7118670789446,5,"Capped"
"495","NOTO_MA0710.2","NOTO","MA0710.2","C_otp",4286,0.34904,42,0.39341,52,0.08435,7.74388e-73,"False","Up_CD8_Good",72.1110413855217,5,"Capped"
"496","NR1D1_MA1531.2","NR1D1","MA1531.2","C_NR1D1",9194,0.52219,397,0.62621,459,-0.01178,1.63809e-19,"False","Not Significant",18.785662240897,5,"Capped"
"497","NR1H4RXRA_MA1146.2","NR1H4::RXRA","MA1146.2","C_NR4A2::RXRA",4246,0.49614,148,0.61515,171,-0.02864,1.08262e-37,"False","Not Significant",36.9655239541437,5,"Capped"
"498","NR1I2_MA1533.2","NR1I2","MA1533.2","C_NR1I2",5182,0.58836,276,0.71327,322,-0.03731,4.31257e-50,"False","Not Significant",49.3652638425582,5,"Capped"
"499","NR1I3_MA1534.2","NR1I3","MA1534.2","C_NR1I3",7359,0.40708,161,0.48043,181,0.03128,8.55736e-47,"False","Not Significant",46.0676601972704,5,"Capped"
"500","NR2C1_MA1535.2","NR2C1","MA1535.2","C_Nr1h3",22091,0.47146,726,0.58195,822,-0.02838,1.44007e-62,"False","Not Significant",61.8416163968805,5,"Capped"
"501","NR2C2_MA0504.2","NR2C2","MA0504.2","C_PPARD",14901,0.69187,1146,0.83001,1387,-0.04628,1.01757e-77,"False","Not Significant",76.9924357053774,5,"Capped"
"502","NR2C2_MA1536.2","NR2C2","MA1536.2","C_Nr1h3",22091,0.47146,726,0.58195,822,-0.02838,1.44007e-62,"False","Not Significant",61.8416163968805,5,"Capped"
"503","NR2F1_MA0017.3","NR2F1","MA0017.3","C_NR2F1",11264,0.48654,444,0.59768,503,-0.02998,1.14706e-52,"False","Not Significant",51.9404138645857,5,"Capped"
"504","NR2F1_MA1537.2","NR2F1","MA1537.2","C_PPARD",9336,0.60054,516,0.68883,573,0.01842,6.34206e-34,"False","Not Significant",33.1977696535821,5,"Capped"
"505","NR2F2_MA1111.2","NR2F2","MA1111.2","C_Nr1h3",5236,0.44586,138,0.54227,161,-0.00603,0.00399791,"False","Not Significant",2.39816698684204,2.39816698684204,"Not Capped"
"506","NR3C1_MA0113.4","NR3C1","MA0113.4","C_Pgr",3272,0.49811,120,0.58782,136,0.01194,2.95249e-11,"False","Not Significant",10.5298115646551,5,"Capped"
"507","NR3C2_MA0727.2","NR3C2","MA0727.2","C_Pgr",3634,0.50382,138,0.59453,166,0.01201,2.6481e-09,"False","Not Significant",8.577065618693,5,"Capped"
"508","NR4A1_MA1112.3","NR4A1","MA1112.3","C_NR4A1",11191,0.46299,328,0.53601,370,0.03295,2.0668e-55,"False","Not Significant",54.6847015471264,5,"Capped"
"509","NR4A2_MA0160.3","NR4A2","MA0160.3","C_NR4A1",7614,0.44983,228,0.54137,266,-0.00229,0.99741,"False","Not Significant",0.00112628187357332,0.00112628187357332,"Not Capped"
"510","NR4A2RXRA_MA1147.2","NR4A2::RXRA","MA1147.2","C_NR4A2::RXRA",4064,0.5317,171,0.65952,199,-0.04353,4.98765e-47,"False","Not Significant",46.3021040300134,5,"Capped"
"511","NR6A1_MA1541.2","NR6A1","MA1541.2","C_NR6A1",9295,0.4487,227,0.53442,274,0.01523,2.2604e-27,"False","Not Significant",26.6458147013741,5,"Capped"
"512","NRL_MA0842.3","NRL","MA0842.3","C_MAFF",6830,0.44632,216,0.5456,256,-0.00381,0.000186745,"False","Not Significant",3.7287510173652,3.7287510173652,"Not Capped"
"513","ONECUT1_MA0679.3","ONECUT1","MA0679.3","C_ONECUT1",11515,0.3756,141,0.39537,142,0.12225,3.04509e-111,"True","Up_CD8_Good",110.516399866931,5,"Capped"
"514","ONECUT3_MA0757.2","ONECUT3","MA0757.2","C_ceh-38",12893,0.34784,141,0.3756,151,0.10891,5.17921e-109,"True","Up_CD8_Good",108.285736479406,5,"Capped"
"515","OSR1_MA1542.2","OSR1","MA1542.2","C_OSR1",5954,0.56574,335,0.66374,376,-0.00416,0.000564919,"False","Not Significant",3.24801381833078,3.24801381833078,"Not Capped"
"516","OSR2_MA1646.2","OSR2","MA1646.2","C_bowl",12182,0.55663,626,0.65829,691,-0.00878,7.25661e-13,"False","Not Significant",12.1392662170589,5,"Capped"
"517","OTX1_MA0711.2","OTX1","MA0711.2","C_unc-30",16969,0.42444,443,0.48176,425,0.04511,4.50601e-80,"False","Not Significant",79.3462078487995,5,"Capped"
"518","OTX2_MA0712.3","OTX2","MA0712.3","C_unc-30",9177,0.38112,177,0.46536,182,-0.00178,0.149465,"False","Not Significant",0.825460493536505,0.825460493536505,"Not Capped"
"519","OVOL1_MA1544.2","OVOL1","MA1544.2","C_OVOL2",1105,0.77939,127,0.89297,137,0.00505,0.00960439,"False","Not Significant",2.01753021310803,2.01753021310803,"Not Capped"
"520","OVOL2_MA1545.2","OVOL2","MA1545.2","C_OVOL2",546,0.8217,75,0.98446,78,-0.06713,3.80769e-29,"True","Up_CD8_Poor",28.4193384165821,5,"Capped"
"521","PATZ1_MA1961.2","PATZ1","MA1961.2","C_PATZ1",55567,1.08457,11454,1.26091,13498,-0.07197,1.81133e-124,"True","Up_CD8_Poor",123.742002419855,5,"Capped"
"522","PAX2_MA0067.3","PAX2","MA0067.3","C_sv",2383,0.83781,310,0.91527,325,0.05674,1.62434e-50,"False","Up_CD8_Good",49.7893230608898,5,"Capped"
"523","PAX3_MA1546.2","PAX3","MA1546.2","C_PAX3",2742,0.5576,161,0.65464,179,-0.0058,3.56965e-05,"False","Not Significant",4.44737436386548,4.44737436386548,"Not Capped"
"524","PBX1_MA0070.2","PBX1","MA0070.2","C_PBX1",7748,0.46145,409,0.55061,445,0.00608,2.08699e-08,"False","Not Significant",7.68047963189057,5,"Capped"
"525","PBX2_MA1113.3","PBX2","MA1113.3","C_PBX2",11457,0.37233,166,0.40207,153,0.10316,9.11026e-97,"True","Up_CD8_Good",96.0404692284108,5,"Capped"
"526","PBX3_MA1114.2","PBX3","MA1114.2","C_PBX3",12411,0.56094,802,0.68492,898,-0.03548,1.65072e-61,"False","Not Significant",60.7823265868024,5,"Capped"
"527","PDX1_MA0132.3","PDX1","MA0132.3","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"528","PHOX2B_MA0681.3","PHOX2B","MA0681.3","C_PHOX2B",17858,0.31034,130,0.34797,131,0.08929,2.13446e-112,"True","Up_CD8_Good",111.670711979507,5,"Capped"
"529","PITX3_MA0714.2","PITX3","MA0714.2","C_unc-30",16969,0.42444,443,0.48176,425,0.04511,4.50601e-80,"False","Not Significant",79.3462078487995,5,"Capped"
"530","PKNOX1_MA0782.3","PKNOX1","MA0782.3","C_PBX3",10593,0.5373,630,0.64556,724,-0.01257,8.6188e-25,"False","Not Significant",24.0645531970125,5,"Capped"
"531","PLAGL2_MA1548.2","PLAGL2","MA1548.2","C_OJ1581_H09.2",8213,0.82535,696,0.98177,898,-0.05237,1.83647e-69,"False","Up_CD8_Poor",68.7360161617597,5,"Capped"
"532","POU1F1_MA0784.3","POU1F1","MA0784.3","C_POU3F3",13024,0.37482,271,0.42055,270,0.07471,7.40467e-94,"False","Up_CD8_Good",93.1304942916833,5,"Capped"
"533","POU2F1_MA0785.2","POU2F1","MA0785.2","C_POU3F3",10950,0.38846,268,0.43551,278,0.07613,4.21043e-97,"False","Up_CD8_Good",96.3756735485608,5,"Capped"
"534","POU2F2_MA0507.3","POU2F2","MA0507.3","C_POU3F3",11969,0.38408,279,0.43078,283,0.07518,1.95796e-97,"False","Up_CD8_Good",96.7081961848295,5,"Capped"
"535","POU2F3_MA0627.3","POU2F3","MA0627.3","C_POU2F3",12414,0.38839,284,0.44248,305,0.06247,4.83415e-86,"False","Up_CD8_Good",85.3156798778916,5,"Capped"
"536","POU3F1_MA0786.2","POU3F1","MA0786.2","C_POU3F3",13618,0.36496,242,0.40688,255,0.08537,1.33384e-100,"False","Up_CD8_Good",99.8748962628367,5,"Capped"
"537","POU4F1_MA0790.2","POU4F1","MA0790.2","C_POU4F2",15666,0.33211,139,0.36535,133,0.10051,3.55391e-108,"True","Up_CD8_Good",107.449293574561,5,"Capped"
"538","POU4F2_MA0683.2","POU4F2","MA0683.2","C_POU4F2",14127,0.35259,165,0.38323,162,0.10011,8.14525e-110,"True","Up_CD8_Good",109.089095581465,5,"Capped"
"539","POU4F3_MA0791.2","POU4F3","MA0791.2","C_POU4F2",16278,0.34981,177,0.37408,148,0.11477,7.55681e-120,"True","Up_CD8_Good",119.121661497061,5,"Capped"
"540","POU5F1_MA1115.2","POU5F1","MA1115.2","C_POU2F3",10696,0.40265,256,0.45976,271,0.05801,9.85942e-78,"False","Up_CD8_Good",77.0061486325444,5,"Capped"
"541","POU6F1_MA0628.2","POU6F1","MA0628.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"542","POU6F1_MA1549.2","POU6F1","MA1549.2","C_Noto",6032,0.41258,126,0.45662,115,0.08081,1.1363e-77,"False","Up_CD8_Good",76.9445069933222,5,"Capped"
"543","POU6F2_MA0793.2","POU6F2","MA0793.2","C_POU6F2",6053,0.37837,91,0.4397,106,0.05424,1.59422e-62,"False","Up_CD8_Good",61.7974517468087,5,"Capped"
"544","PPARARXRA_MA1148.2","PPARA::RXRA","MA1148.2","C_PPARA::RXRA",10280,0.47127,337,0.57044,400,-0.00607,2.33349e-11,"False","Not Significant",10.6319940559119,5,"Capped"
"545","PPARD_MA1550.2","PPARD","MA1550.2","C_PPARD",9996,0.56656,491,0.65297,557,0.02152,7.44758e-41,"False","Not Significant",40.1279848230076,5,"Capped"
"546","PPARG_MA0066.2","PPARG","MA0066.2","C_PPARG",7111,0.48298,206,0.58032,248,0.00282,0.000114417,"False","Not Significant",3.94150944357023,3.94150944357023,"Not Capped"
"547","PRDM1_MA0508.4","PRDM1","MA0508.4","C_ken",10801,0.52769,438,0.62259,517,0.00912,3.58052e-23,"False","Not Significant",22.446053896057,5,"Capped"
"548","PRDM9_MA1723.2","PRDM9","MA1723.2","C_PRDM9",42283,0.73661,3628,0.89049,4500,-0.06397,2.95187e-117,"True","Up_CD8_Poor",116.529902772705,5,"Capped"
"549","PRRX1_MA0716.2","PRRX1","MA0716.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
