"","output_prefix","name","motif_id","cluster","total_tfbs","CD8_Good_mean_score","CD8_Good_bound","CD8_Poor_mean_score","CD8_Poor_bound","CD8_Good_CD8_Poor_change","CD8_Good_CD8_Poor_pvalue","CD8_Good_CD8_Poor_highlighted","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"1125","GATA15_MA1016.2","GATA15","MA1016.2","C_GATA15",84217,0.53319,3538,0.63253,4245,-0.00092,1.58593e-05,"False","Not Significant",4.79971598554593,4.79971598554593,"Not Capped"
"1126","GATA8_MA1017.2","GATA8","MA1017.2","C_GATA15",46243,0.49094,1557,0.58357,1801,0.00557,2.02208e-21,"False","Not Significant",20.6942016663161,5,"Capped"
"1127","GATA9_MA1018.2","GATA9","MA1018.2","C_GATA15",7719,0.45042,208,0.53534,235,0.01441,2.25909e-27,"False","Not Significant",26.6460664668553,5,"Capped"
"1128","GATA19_MA1323.2","GATA19","MA1323.2","C_GATA19",2886,0.53297,115,0.58732,126,0.08061,2.44407e-69,"False","Up_CD8_Good",68.6118863597313,5,"Capped"
"1129","GATA14_MA1325.2","GATA14","MA1325.2","C_GATA15",3609,0.46018,101,0.54003,124,0.02506,5.7226e-26,"False","Not Significant",25.2424066094758,5,"Capped"
"1130","GATA6_MA1396.2","GATA6","MA1396.2","C_GATA1",6923,0.48648,210,0.5518,228,0.04138,3.35839e-58,"False","Not Significant",57.4738688719225,5,"Capped"
"1131","GATA4_MA1755.2","GATA4","MA1755.2","C_GATA15",84217,0.53319,3538,0.63253,4245,-0.00092,1.58593e-05,"False","Not Significant",4.79971598554593,4.79971598554593,"Not Capped"
"1132","CDF2_MA0973.2","CDF2","MA0973.2","C_e_gw1.170.52.1",15120,0.42512,345,0.49024,377,0.04702,8.04551e-76,"False","Not Significant",75.0944464210285,5,"Capped"
"1133","CDF3_MA0974.3","CDF3","MA0974.3","C_CDF3",12295,0.45454,347,0.51862,380,0.04719,1.15144e-72,"False","Not Significant",71.9387586876153,5,"Capped"
"1134","CDF5_MA1268.2","CDF5","MA1268.2","C_DOF3.6",53969,0.35585,595,0.41759,675,0.05033,1.932e-109,"True","Not Significant",108.713992877921,5,"Capped"
"1135","LBD18_MA1673.2","LBD18","MA1673.2","C_LBD18",3168,1.03521,573,1.17089,667,-0.01413,1.9336e-11,"False","Not Significant",10.7136333626004,5,"Capped"
"1136","LBD13_MA2021.2","LBD13","MA2021.2","C_LBD13",4625,0.8412,530,0.97261,603,-0.01982,2.48378e-22,"False","Not Significant",21.6048868742834,5,"Capped"
"1137","LOB_MA2022.2","LOB","MA2022.2","C_ERF104",23328,1.14309,4329,1.30388,5309,-0.02833,7.61791e-60,"False","Not Significant",59.1181641625144,5,"Capped"
"1138","NLP7_MA1794.2","NLP7","MA1794.2","C_NLP7",14027,0.45398,404,0.53189,445,0.02865,3.80009e-58,"False","Not Significant",57.4202061175831,5,"Capped"
"1139","SPL3_MA0577.4","SPL3","MA0577.4","C_SPL9",1666,0.64393,117,0.74802,148,0.00371,0.00114049,"False","Not Significant",2.9429085183346,2.9429085183346,"Not Capped"
"1140","SPL1_MA1055.3","SPL1","MA1055.3","C_SPL9",974,0.82333,103,0.94645,129,-0.01543,9.68956e-07,"False","Not Significant",6.01369594368305,5,"Capped"
"1141","SPL9_MA1322.3","SPL9","MA1322.3","C_SPL9",612,0.92096,71,1.05114,100,-0.00568,0.211807,"False","Not Significant",0.674059691012588,0.674059691012588,"Not Capped"
"1142","ARR10_MA0121.2","ARR10","MA0121.2","C_ARR14",1496,0.88576,165,1.01144,200,-0.00784,3.29471e-05,"False","Not Significant",4.48218280593869,4.48218280593869,"Not Capped"
"1143","ARR1_MA0945.2","ARR1","MA0945.2","C_HHO3",14542,0.43084,328,0.51216,392,0.01693,5.57214e-33,"False","Not Significant",32.2539779804635,5,"Capped"
"1144","ARR18_MA0948.2","ARR18","MA0948.2","C_ARR11",730,0.62852,43,0.68622,51,0.08739,4.46304e-37,"False","Up_CD8_Good",36.3503692207773,5,"Capped"
"1145","ARR2_MA0949.2","ARR2","MA0949.2","C_ARR2",4613,0.43631,128,0.51336,145,0.03005,5.13428e-35,"False","Not Significant",34.2895204505966,5,"Capped"
"1146","KAN1_MA1027.2","KAN1","MA1027.2","C_KAN2",9750,0.35991,124,0.41035,143,0.07041,9.28364e-90,"False","Up_CD8_Good",89.0322817089146,5,"Capped"
"1147","PHL11_MA1163.3","PHL11","MA1163.3","C_Zm00001d015407",4184,0.37766,59,0.41204,63,0.10652,3.64957e-83,"True","Up_CD8_Good",82.437758302017,5,"Capped"
"1148","HHO5_MA1164.2","HHO5","MA1164.2","C_HRS1",6772,0.38456,118,0.43462,122,0.06842,2.10188e-72,"False","Up_CD8_Good",71.6773920822305,5,"Capped"
"1149","HHO6_MA1165.3","HHO6","MA1165.3","C_HHO3",9407,0.39355,150,0.46752,173,0.02742,2.81902e-46,"False","Not Significant",45.549901842944,5,"Capped"
"1150","PHL12_MA1166.2","PHL12","MA1166.2","C_PHL12",9100,0.3534,121,0.41447,124,0.0474,2.58559e-68,"False","Not Significant",67.5874403405749,5,"Capped"
"1151","EFM_MA1167.2","EFM","MA1167.2","C_Zm00001d015407",7406,0.43147,156,0.46547,153,0.09746,1.69233e-97,"True","Up_CD8_Good",96.7715149467315,5,"Capped"
"1152","MYR2_MA1168.2","MYR2","MA1168.2","C_HRS1",6885,0.36813,92,0.43125,100,0.04079,1.23842e-56,"False","Not Significant",55.907132042918,5,"Capped"
"1153","KAN2_MA1383.2","KAN2","MA1383.2","C_KAN2",11950,0.3443,100,0.38674,115,0.08527,2.54609e-99,"False","Up_CD8_Good",98.5941262488314,5,"Capped"
"1154","AT2G40260_MA1385.2","AT2G40260","MA1385.2","C_AT2G40260",14386,0.33949,126,0.39018,133,0.06455,2.3553e-88,"False","Up_CD8_Good",87.6279537679208,5,"Capped"
"1155","HHO3_MA1386.3","HHO3","MA1386.3","C_HHO3",8063,0.39657,144,0.4788,165,0.01152,4.50798e-13,"False","Not Significant",12.3460180194025,5,"Capped"
"1156","HRS1_MA1387.2","HRS1","MA1387.2","C_HRS1",8865,0.3789,113,0.42898,126,0.07052,5.05446e-88,"False","Up_CD8_Good",87.296325236027,5,"Capped"
"1157","PHL2_MA1388.2","PHL2","MA1388.2","C_PK26523.1",8986,0.37744,108,0.44005,127,0.04933,2.55682e-71,"False","Not Significant",70.5922998452073,5,"Capped"
"1158","PHL1_MA1389.2","PHL1","MA1389.2","C_Zm00001d015407",5820,0.39377,90,0.4413,98,0.0775,1.78794e-87,"False","Up_CD8_Good",86.747647059425,5,"Capped"
"1159","HHO2_MA1390.3","HHO2","MA1390.3","C_HHO2",7200,0.41554,153,0.50655,186,-0.00526,0.277873,"False","Not Significant",0.556153650130433,0.556153650130433,"Not Capped"
"1160","AT1G14600_MA1706.2","AT1G14600","MA1706.2","C_AT1G14600",9210,0.35583,112,0.41444,122,0.05285,1.30614e-70,"False","Up_CD8_Good",69.8840102702517,5,"Capped"
"1161","AT2G38300_MA1735.2","AT2G38300","MA1735.2","C_AT2G40260",14023,0.34367,136,0.39917,150,0.05664,1.01974e-84,"False","Up_CD8_Good",83.9915105448646,5,"Capped"
"1162","AT5G05090_MA1737.2","AT5G05090","MA1737.2","C_ARR11",1600,0.6815,110,0.75782,134,0.05578,1.00959e-50,"False","Up_CD8_Good",49.9958549597702,5,"Capped"
"1163","PHL4_MA2023.2","PHL4","MA2023.2","C_Zm00001d015407",4696,0.44792,112,0.47459,109,0.11052,1.98502e-92,"True","Up_CD8_Good",91.7022351131599,5,"Capped"
"1164","MYB77_MA0575.2","MYB77","MA0575.2","C_MYB77",3557,0.63767,264,0.7308,307,0.02777,4.70469e-29,"False","Not Significant",28.3274689876936,5,"Capped"
"1165","RAX3_MA0576.2","RAX3","MA0576.2","C_RAX3",13444,0.68181,1027,0.87462,1302,-0.11914,2.98814e-117,"True","Up_CD8_Poor",116.524599058864,5,"Capped"
"1166","MYB24_MA1037.2","MYB24","MA1037.2","C_MYB49",1817,0.53308,86,0.60539,103,0.05203,1.11997e-36,"False","Up_CD8_Good",35.9507936103735,5,"Capped"
"1167","MYB3_MA1038.2","MYB3","MA1038.2","C_MYB10",4501,0.54139,195,0.64814,241,-0.0057,3.78262e-06,"False","Not Significant",5.42220728550936,5,"Capped"
"1168","MYB118_MA1170.2","MYB118","MA1170.2","C_MYB118",1921,0.55452,119,0.62958,134,0.04644,9.58375e-41,"False","Not Significant",40.0184645237357,5,"Capped"
"1169","MYB52_MA1171.2","MYB52","MA1171.2","C_OVOL2",1711,0.71128,147,0.82667,152,-0.01221,2.76067e-06,"False","Not Significant",5.55898550417004,5,"Capped"
"1170","MYB3R5_MA1172.2","MYB3R5","MA1172.2","C_MYB3R5",1835,0.62075,98,0.67591,117,0.05386,1.61051e-41,"False","Up_CD8_Good",40.7930365742089,5,"Capped"
"1171","MYB101_MA1173.2","MYB101","MA1173.2","C_MYB101",4145,0.48126,132,0.52312,139,0.09224,6.27745e-78,"False","Up_CD8_Good",77.2022167377645,5,"Capped"
"1172","MYB56_MA1174.2","MYB56","MA1174.2","C_MYB56",3250,0.41385,73,0.4574,86,0.09172,5.00505e-72,"False","Up_CD8_Good",71.3005915796001,5,"Capped"
"1173","MYB81_MA1175.2","MYB81","MA1175.2","C_MYB81",4470,0.4199,113,0.47022,123,0.0754,1.74665e-72,"False","Up_CD8_Good",71.757794111787,5,"Capped"
"1174","MYB119_MA1176.2","MYB119","MA1176.2","C_MYB118",1140,0.73174,118,0.79965,127,0.07396,9.59628e-48,"False","Up_CD8_Good",47.0178970886866,5,"Capped"
"1175","MYB65_MA1177.2","MYB65","MA1177.2","C_MYB33",1145,0.88592,157,0.97072,181,0.05954,8.34698e-37,"False","Up_CD8_Good",36.0784706271002,5,"Capped"
"1176","MYB3R1_MA1178.3","MYB3R1","MA1178.3","C_PC-MYB1",1021,0.82142,117,0.94254,142,0.00154,0.117894,"False","Not Significant",0.92850829696766,0.92850829696766,"Not Capped"
"1177","MYB1_MA1179.2","MYB1","MA1179.2","C_OVOL2",1013,0.8063,126,0.94145,145,-0.03286,2.1388e-18,"False","Not Significant",17.6698298245717,5,"Capped"
"1178","MYB3R4_MA1180.2","MYB3R4","MA1180.2","C_MYB3R5",1504,0.71649,118,0.78249,135,0.02985,4.83562e-24,"False","Not Significant",23.3155478348558,5,"Capped"
"1179","MYB113_MA1181.2","MYB113","MA1181.2","C_MYB56",5899,0.37145,91,0.41482,108,0.08188,3.55511e-79,"False","Up_CD8_Good",78.4491469570569,5,"Capped"
"1180","MYB27_MA1292.2","MYB27","MA1292.2","C_MYB27",10491,0.34419,124,0.4036,141,0.0468,3.29253e-70,"False","Not Significant",69.4824702592591,5,"Capped"
"1181","MYB57_MA1293.2","MYB57","MA1293.2","C_MYB108",5462,0.43834,134,0.50119,161,0.04876,6.38542e-59,"False","Not Significant",58.1948105318096,5,"Capped"
"1182","MYB62_MA1294.2","MYB62","MA1294.2","C_MYB108",4748,0.43524,128,0.51195,151,0.02842,5.94389e-38,"False","Not Significant",37.2259292364001,5,"Capped"
"1183","MYB33_MA1391.3","MYB33","MA1391.3","C_MYB33",2212,0.50987,98,0.56486,111,0.06373,1.50801e-51,"False","Up_CD8_Good",50.8215957785389,5,"Capped"
"1184","MYB98_MA1392.3","MYB98","MA1392.3","C_MYB118",939,0.95672,159,1.06927,175,0.02257,5.91043e-13,"False","Not Significant",12.2283809218541,5,"Capped"
"1185","MYB70_MA1393.3","MYB70","MA1393.3","C_MYB70",816,0.73383,72,0.86059,93,-0.03077,3.37618e-12,"False","Not Significant",11.4715744071522,5,"Capped"
"1186","MYB73_MA1394.3","MYB73","MA1394.3","C_MYB44",2566,0.5466,125,0.63641,149,0.01776,3.5028e-14,"False","Not Significant",13.4555846589644,5,"Capped"
"1187","MYB124_MA1426.2","MYB124","MA1426.2","C_estExt_gwp_gw1.C_220046",3408,1.21313,785,1.34656,908,0.00439,0.00137487,"False","Not Significant",2.86173836434408,2.86173836434408,"Not Capped"
"1188","MYB10_MA1762.2","MYB10","MA1762.2","C_MYB10",6694,0.52404,299,0.63158,347,-0.01363,2.38902e-21,"False","Not Significant",20.6217802144806,5,"Capped"
"1189","MYB116_MA1764.2","MYB116","MA1764.2","C_MYB108",4919,0.47849,171,0.56537,208,0.01867,5.41672e-23,"False","Not Significant",22.2662636132955,5,"Capped"
"1190","MYB121_MA1765.2","MYB121","MA1765.2","C_MYB49",4665,0.45151,136,0.51622,159,0.05664,5.94311e-62,"False","Up_CD8_Good",61.2259862313856,5,"Capped"
"1191","MYB17_MA1766.2","MYB17","MA1766.2","C_MYB80",7493,0.50448,321,0.61204,362,-0.01553,9.72077e-21,"False","Not Significant",20.0122993324496,5,"Capped"
"1192","MYB23_MA1767.2","MYB23","MA1767.2","C_MYB23",17087,0.46287,552,0.52366,617,0.05511,8.84175e-88,"False","Up_CD8_Good",87.0534617689094,5,"Capped"
"1193","MYB30_MA1768.2","MYB30","MA1768.2","C_MYB30",7857,0.54711,413,0.67315,480,-0.0371,9.0203e-55,"False","Not Significant",54.0447790183142,5,"Capped"
"1194","MYB39_MA1769.2","MYB39","MA1769.2","C_MYB80",7710,0.42809,183,0.50305,204,0.03342,3.07885e-49,"False","Not Significant",48.5116114691868,5,"Capped"
"1195","MYB40_MA1770.2","MYB40","MA1770.2","C_MYB80",6535,0.51755,291,0.60761,329,0.01527,1.06078e-24,"False","Not Significant",23.9743746770723,5,"Capped"
"1196","MYB41_MA1771.2","MYB41","MA1771.2","C_MYB80",6149,0.45238,176,0.54258,215,0.00695,3.44629e-07,"False","Not Significant",6.46264818013798,5,"Capped"
"1197","MYB43_MA1772.2","MYB43","MA1772.2","C_MYB80",6943,0.47069,228,0.54694,261,0.03987,4.23647e-55,"False","Not Significant",54.3729958646449,5,"Capped"
"1198","MYB51_MA1773.2","MYB51","MA1773.2","C_MYB80",6865,0.48583,255,0.58619,285,-0.00645,1.12092e-08,"False","Not Significant",7.95042538187278,5,"Capped"
"1199","MYB60_MA1774.2","MYB60","MA1774.2","C_MYB94",8333,0.50828,389,0.62035,442,-0.02014,3.10439e-37,"False","Not Significant",36.5080237242024,5,"Capped"
"1200","MYB61_MA1775.2","MYB61","MA1775.2","C_MYB10",4476,0.61433,274,0.71304,332,0.02193,1.74953e-24,"False","Not Significant",23.7570786060689,5,"Capped"
"1201","MYB67_MA1776.2","MYB67","MA1776.2","C_MYB10",5520,0.58205,301,0.68261,365,0.0148,1.09371e-16,"False","Not Significant",15.9610978170297,5,"Capped"
"1202","MYB74_MA1777.2","MYB74","MA1777.2","C_MYB80",6400,0.47814,221,0.56707,250,0.01481,2.08674e-21,"False","Not Significant",20.6805316590321,5,"Capped"
"1203","MYB80_MA1778.2","MYB80","MA1778.2","C_MYB80",8374,0.40334,165,0.45983,179,0.06223,1.11499e-74,"False","Up_CD8_Good",73.9527290276511,5,"Capped"
"1204","MYB83_MA1779.2","MYB83","MA1779.2","C_MYB58",8282,0.52996,358,0.61999,416,0.01699,1.04419e-27,"False","Not Significant",26.9812204702573,5,"Capped"
"1205","MYB92_MA1780.2","MYB92","MA1780.2","C_MYB49",4176,0.46507,147,0.52528,158,0.06091,1.38765e-60,"False","Up_CD8_Good",59.8577200599882,5,"Capped"
"1206","MYB94_MA1781.2","MYB94","MA1781.2","C_MYB94",7973,0.5298,411,0.63997,447,-0.01631,4.43821e-29,"False","Not Significant",28.3527921523781,5,"Capped"
"1207","MYB107_MA2007.2","MYB107","MA2007.2","C_MYB93",6987,0.51468,294,0.59487,345,0.04122,6.48347e-60,"False","Not Significant",59.1881924943607,5,"Capped"
"1208","MYB99_MA2008.2","MYB99","MA2008.2","C_MYB99",5327,0.54322,231,0.64371,275,-0.00089,0.00221847,"False","Not Significant",2.6539464397996,2.6539464397996,"Not Capped"
"1209","MYB63_MA2024.2","MYB63","MA2024.2","C_MYB10",8133,0.57157,450,0.68744,527,-0.019,3.29189e-28,"False","Not Significant",27.4825546853647,5,"Capped"
"1210","MYB93_MA2025.2","MYB93","MA2025.2","C_MYB93",5231,0.51513,209,0.58347,242,0.06043,1.59433e-69,"False","Up_CD8_Good",68.7974217818446,5,"Capped"
"1211","MYB108_MA2026.2","MYB108","MA2026.2","C_MYB108",5678,0.40503,116,0.47505,140,0.0383,2.23654e-48,"False","Not Significant",47.6504233301656,5,"Capped"
"1212","MYB44_MA2027.2","MYB44","MA2027.2","C_MYB44",2555,0.56926,139,0.6475,150,0.03898,3.08165e-32,"False","Not Significant",31.5112166880382,5,"Capped"
"1213","MYB49_MA2028.2","MYB49","MA2028.2","C_MYB49",6494,0.40137,133,0.46849,154,0.04523,9.56103e-53,"False","Not Significant",52.0194953191025,5,"Capped"
"1214","MYB88_MA2029.2","MYB88","MA2029.2","C_MYB88",6767,0.85723,885,1.03375,1035,-0.10008,1.5162e-92,"True","Up_CD8_Poor",91.8192435076964,5,"Capped"
"1215","MYB96_MA2030.2","MYB96","MA2030.2","C_MYB96",8568,0.53697,402,0.65158,454,-0.02375,1.01029e-37,"False","Not Significant",36.9955539457006,5,"Capped"
"1216","MYB13_MA2041.2","MYB13","MA2041.2","C_MYB13",7510,0.58481,470,0.70525,549,-0.02633,1.42191e-45,"False","Not Significant",44.8471278914687,5,"Capped"
"1217","MYB58_MA2042.2","MYB58","MA2042.2","C_MYB58",8900,0.59943,542,0.70375,620,0.00261,0.367053,"False","Not Significant",0.4352712219995,0.4352712219995,"Not Capped"
"1218","CDC5_MA0579.2","CDC5","MA0579.2","C_CDC5",7378,0.90838,986,1.05758,1166,-0.03682,5.91691e-54,"False","Not Significant",53.2279050365707,5,"Capped"
"1219","RVE8_MA1182.2","RVE8","MA1182.2","C_PK02532.1",14102,0.33088,116,0.37643,128,0.07615,3.66919e-97,"False","Up_CD8_Good",96.4354297987878,5,"Capped"
"1220","RVE6_MA1183.2","RVE6","MA1183.2","C_PK02532.1",15869,0.33403,135,0.37816,151,0.07989,1.65302e-100,"False","Up_CD8_Good",99.7817218918387,5,"Capped"
"1221","RVE1_MA1184.2","RVE1","MA1184.2","C_PK02532.1",11256,0.32981,100,0.37361,102,0.07983,2.16776e-93,"False","Up_CD8_Good",92.6639888016748,5,"Capped"
"1222","LHY_MA1185.2","LHY","MA1185.2","C_PK02532.1",11289,0.32685,88,0.37238,93,0.07571,3.21403e-93,"False","Up_CD8_Good",92.4929500738161,5,"Capped"
"1223","YAB4_MA1186.2","YAB4","MA1186.2","C_DIV1",8404,0.36445,117,0.43378,142,0.03537,7.58581e-60,"False","Not Significant",59.1199980391688,5,"Capped"
"1224","RVE4_MA1187.2","RVE4","MA1187.2","C_PK02532.1",15018,0.33398,127,0.37703,142,0.08109,1.3853e-104,"False","Up_CD8_Good",103.858456165779,5,"Capped"
"1225","AT5G61620_MA1189.2","AT5G61620","MA1189.2","C_AT2G38090",9636,0.34751,126,0.38912,140,0.08867,5.92034e-96,"False","Up_CD8_Good",95.2276533514048,5,"Capped"
"1226","RVE5_MA1190.2","RVE5","MA1190.2","C_PK02532.1",16241,0.33469,137,0.37898,155,0.07967,5.12318e-107,"True","Up_CD8_Good",106.290460385167,5,"Capped"
"1227","RVE7L_MA1191.2","RVE7L","MA1191.2","C_PK02532.1",11448,0.33698,98,0.37756,102,0.08594,1.47116e-95,"False","Up_CD8_Good",94.8323400918283,5,"Capped"
"1228","DIV1_MA1192.2","DIV1","MA1192.2","C_DIV1",7472,0.37224,148,0.44456,163,0.03011,7.42878e-48,"False","Not Significant",47.1290825028979,5,"Capped"
"1229","AT2G38090_MA1193.2","AT2G38090","MA1193.2","C_AT2G38090",10192,0.35746,129,0.39584,152,0.09563,1.69825e-102,"False","Up_CD8_Good",101.769998376737,5,"Capped"
"1230","AT3G10580_MA1194.2","AT3G10580","MA1194.2","C_AT3G10580",13031,0.34081,121,0.37708,139,0.09052,1.24193e-105,"False","Up_CD8_Good",104.905902881994,5,"Capped"
"1231","AT5G56840_MA1195.2","AT5G56840","MA1195.2","C_AT2G38090",9918,0.34597,120,0.39374,147,0.078,1.0403e-89,"False","Up_CD8_Good",88.9828414015122,5,"Capped"
"1232","AT5G05790_MA1196.2","AT5G05790","MA1196.2","C_At3g11280",12173,0.36283,128,0.41476,151,0.06594,2.99905e-88,"False","Up_CD8_Good",87.5230162936459,5,"Capped"
"1233","AT1G72740_MA1353.2","AT1G72740","MA1353.2","C_AT1G72740",7692,0.45926,235,0.53929,262,0.01317,2.62092e-22,"False","Not Significant",21.5815462350964,5,"Capped"
"1234","TRB2_MA1355.2","TRB2","MA1355.2","C_AT1G72740",6270,0.49978,202,0.55299,233,0.05773,2.58921e-63,"False","Up_CD8_Good",62.5868327243266,5,"Capped"
"1235","AT1G74840_MA1397.2","AT1G74840","MA1397.2","C_AT2G38090",5957,0.37605,131,0.43308,158,0.05953,4.35454e-68,"False","Up_CD8_Good",67.3610577157454,5,"Capped"
"1236","KUA1_MA1398.3","KUA1","MA1398.3","C_DIV1",4452,0.44069,152,0.51361,151,0.03176,2.37535e-36,"False","Not Significant",35.6242723894625,5,"Capped"
"1237","AT1G19000_MA1400.2","AT1G19000","MA1400.2","C_AT2G38090",7300,0.38434,144,0.42726,153,0.07523,2.22281e-80,"False","Up_CD8_Good",79.6530976580739,5,"Capped"
"1238","RVE7_MA1401.2","RVE7","MA1401.2","C_PK02532.1",18524,0.33782,162,0.37924,186,0.0833,1.58873e-103,"False","Up_CD8_Good",102.798949903594,5,"Capped"
"1239","SRM1_MA1681.2","SRM1","MA1681.2","C_DIV1",6373,0.39746,144,0.48556,160,0.00139,0.324511,"False","Not Significant",0.488770577266285,0.488770577266285,"Not Capped"
"1240","NID1_MA1793.2","NID1","MA1793.2","C_AT4G09450",9115,0.43796,283,0.50489,303,0.04615,1.88663e-67,"False","Not Significant",66.7243132639655,5,"Capped"
"1241","TRP5_MA1802.2","TRP5","MA1802.2","C_PK21687.1",2581,0.53734,126,0.63859,146,-0.00591,0.221686,"False","Not Significant",0.654261732752583,0.654261732752583,"Not Capped"
"1242","AT5G04760_MA2031.2","AT5G04760","MA2031.2","C_DIV1",2262,0.50247,111,0.58342,111,0.02178,8.19772e-18,"False","Not Significant",17.0863069194584,5,"Capped"
"1243","TRB1_MA2032.2","TRB1","MA2032.2","C_TRB1",6954,0.50155,243,0.56885,279,0.03785,7.92335e-53,"False","Not Significant",52.1010911594576,5,"Capped"
"1244","AT5G47660_MA1365.3","AT5G47660","MA1365.3","C_GT-2",8742,0.39026,165,0.45402,175,0.04468,3.11985e-68,"False","Not Significant",67.5058662860259,5,"Capped"
"1245","DF1_MA1366.2","DF1","MA1366.2","C_GT-2",9732,0.39286,201,0.45406,208,0.04914,1.95698e-70,"False","Not Significant",69.7084136127344,5,"Capped"
"1246","AT1G76870_MA1367.2","AT1G76870","MA1367.2","C_AT1G76870",7302,0.5171,277,0.60561,313,0.01326,6.89917e-19,"False","Not Significant",18.1612031536253,5,"Capped"
"1247","GTL1_MA1661.2","GTL1","MA1661.2","C_GTL1",7263,0.4188,175,0.49062,187,0.03228,9.06486e-49,"False","Not Significant",48.042638898871,5,"Capped"
"1248","AT3G10030_MA1662.2","AT3G10030","MA1662.2","C_ara",5937,0.41094,133,0.4833,142,0.03665,1.69718e-50,"False","Not Significant",49.7702720947117,5,"Capped"
"1249","ASR3_MA1733.2","ASR3","MA1733.2","C_ASR3",6461,0.47081,188,0.54699,234,0.03052,9.22586e-47,"False","Not Significant",46.0349931399823,5,"Capped"
"1250","ASIL2_MA2039.2","ASIL2","MA2039.2","C_ENAP2",4754,1.16103,1026,1.31304,1177,-0.02124,3.99061e-22,"False","Not Significant",21.3989607134899,5,"Capped"
"1251","ENAP2_MA2040.2","ENAP2","MA2040.2","C_ENAP2",5387,1.14518,1094,1.30344,1255,-0.03669,1.32749e-47,"False","Not Significant",46.8769687417803,5,"Capped"
"1252","OS02G0104500_MA2345.1","OS02G0104500","MA2345.1","C_OS02G0104500",12678,0.38156,198,0.44045,217,0.05238,6.26893e-85,"False","Up_CD8_Good",84.2028065795443,5,"Capped"
"1253","OS04G0486400_MA2347.1","OS04G0486400","MA2347.1","C_OS04G0486400",32474,0.55762,1742,0.65213,1997,0.00442,4.10995e-14,"False","Not Significant",13.3861634615439,5,"Capped"
"1254","TB1_MA1430.2","TB1","MA1430.2","C_TB1",9226,0.7414,661,0.8974,812,-0.06327,3.05988e-77,"True","Up_CD8_Poor",76.5142956050085,5,"Capped"
"1255","GRF4_MA1815.2","GRF4","MA1815.2","C_GRF4",16833,0.7813,1613,0.93443,2007,-0.05946,1.04093e-90,"True","Up_CD8_Poor",89.9825784747507,5,"Capped"
"1256","TEIL_MA2362.1","TEIL","MA2362.1","C_EIL3",4331,0.40241,80,0.48498,98,0.01293,3.63897e-15,"False","Not Significant",14.4390215247623,5,"Capped"
"1257","RAMOSA1_MA1416.1","RAMOSA1","MA1416.1","C_RAMOSA1",21333,0.55322,1022,0.66674,1250,-0.0199,1.3036e-45,"False","Not Significant",44.8848556482069,5,"Capped"
"1258","GRMZM2G135447_MA2392.1","GRMZM2G135447","MA2392.1","C_MEIS1",6904,0.61434,516,0.75414,613,-0.0557,1.15188e-64,"False","Up_CD8_Poor",63.9385927622777,5,"Capped"
"1259","BAD1_MA2408.1","BAD1","MA2408.1","C_BAD1",30786,1.11161,5564,1.28141,6751,-0.04947,1.06595e-96,"False","Not Significant",95.9722631660725,5,"Capped"
"1260","EREB127_MA2414.1","EREB127","MA2414.1","C_ERF025",1985,0.95895,271,1.08484,339,0.00796,0.456016,"False","Not Significant",0.341019919200025,0.341019919200025,"Not Capped"
"1261","EREB138_MA2415.1","EREB138","MA2415.1","C_EREB138",11573,0.98995,2010,1.137,2306,-0.03825,2.8575e-64,"False","Not Significant",63.5440137609327,5,"Capped"
"1262","EREB29_MA2416.1","EREB29","MA2416.1","C_ERF104",27917,1.13053,4968,1.29815,6130,-0.04142,1.02198e-89,"False","Not Significant",88.990557603198,5,"Capped"
"1263","EREB71_MA2417.1","EREB71","MA2417.1","C_EREB71",10804,0.87262,1376,1.0347,1694,-0.06214,3.34899e-83,"True","Up_CD8_Poor",82.4750861492506,5,"Capped"
"1264","IG1_MA2418.1","IG1","MA2418.1","C_IG1",16126,1.11382,2935,1.27271,3559,-0.03441,2.27601e-70,"False","Not Significant",69.6428258341332,5,"Capped"
"1265","UB3_MA2419.1","UB3","MA2419.1","C_SBP6",6901,0.43741,191,0.51284,221,0.03085,6.11168e-42,"False","Not Significant",41.2138393929586,5,"Capped"
"1266","SBP6_MA2420.1","SBP6","MA2420.1","C_SBP6",5478,0.39291,91,0.45716,102,0.04406,9.36669e-59,"False","Not Significant",58.0284138529436,5,"Capped"
"1267","SBP8_MA2421.1","SBP8","MA2421.1","C_SBP6",6101,0.4163,128,0.47974,136,0.04932,2.60942e-66,"False","Not Significant",65.5834560132715,5,"Capped"
"1268","ARF10_MA1685.2","ARF10","MA1685.2","C_ARF25",11593,0.58361,592,0.70305,678,-0.02252,2.0856e-41,"False","Not Significant",40.6807689818397,5,"Capped"
"1269","ARF16_MA1688.2","ARF16","MA1688.2","C_ARF16",12290,0.41687,245,0.49993,304,0.01915,1.3392e-37,"False","Not Significant",36.8731545593508,5,"Capped"
"1270","ARF18_MA1689.2","ARF18","MA1689.2","C_ARF18",3514,0.59887,207,0.70879,233,0.00273,0.100011,"False","Not Significant",0.99995223023428,0.99995223023428,"Not Capped"
"1271","ARF25_MA1690.2","ARF25","MA1690.2","C_ARF25",9459,0.56768,424,0.67294,505,-0.00716,9.28429e-08,"False","Not Significant",7.03225130257278,5,"Capped"
